"db_version","collection","corpus","child","sex","age","speaker_role","num_tokens","utterance","transcript_id"
"2018.1","Eng-NA","Braunwald","Laura","female",43.0008829750098,"Target_Child",5,"it makes your fingers clean",7514
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",2,"about Grandpa",7499
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",3,"Mwww did that",7524
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",1,"xxx",7535
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"uh",7499
"2018.1","Eng-NA","Braunwald","Laura","female",42.5922503542167,"Target_Child",5,"I have forty five cheques",7505
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",1,"eh",7535
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",1,"Mwww",7524
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",1,"yeah",7512
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",5,"turn on xxx lots_of xxx",7538
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",1,"xxx",7534
"2018.1","Eng-NA","Braunwald","Laura","female",43.0008829750098,"Target_Child",1,"yeah",7514
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"xxx",7499
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",0,"",7501
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",0,"",7501
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",1,"no",7539
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",7,"you laugh like a child right Jen",7501
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",2,"uh uh",7524
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",2,"my baby's",7502
"2018.1","Eng-NA","Braunwald","Laura","female",42.5922503542167,"Target_Child",1,"xxx",7505
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",13,"I xxx throw xxx the other put while I was in the bath",7539
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",5,"and I didn't do it",7524
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",8,"that go wanna go in your house now",7512
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",4,"you xxx start work",7499
"2018.1","Eng-NA","Braunwald","Laura","female",42.5922503542167,"Target_Child",1,"xxx",7505
"2018.1","Eng-NA","Braunwald","Laura","female",42.6251052383006,"Target_Child",2,"you xxx",7507
"2018.1","Eng-NA","Braunwald","Laura","female",47.5594981416456,"Target_Child",1,"what",7522
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",5,"because this is not work",7499
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",5,"you laugh like a child",7501
"2018.1","Eng-NA","Braunwald","Laura","female",43.0008829750098,"Target_Child",1,"yeah",7514
"2018.1","Eng-NA","Braunwald","Laura","female",51.2310314380172,"Target_Child",3,"but I know",7531
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",2,"I know",7536
"2018.1","Eng-NA","Braunwald","Laura","female",42.5922503542167,"Target_Child",1,"oh",7505
"2018.1","Eng-NA","Braunwald","Laura","female",43.0008829750098,"Target_Child",6,"if you're going to a party",7514
"2018.1","Eng-NA","Braunwald","Laura","female",51.2310314380172,"Target_Child",13,"we're weary at night too but we still want to get a rest",7531
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",1,"uhuh",7534
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",4,"I want the heart",7534
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"this",7502
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",1,"xxx",7536
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",7,"this baby was this born too right",7502
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"oh",7499
"2018.1","Eng-NA","Braunwald","Laura","female",42.5922503542167,"Target_Child",3,"my biggest toothbrushie",7505
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"look",7501
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",4,"I'm gonna have xxx",7512
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",1,"look",7534
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",5,"this is how you laugh",7501
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",1,"yeah",7524
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",5,"I can talk from here",7499
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",6,"look how much artichokes I ate",7534
"2018.1","Eng-NA","Braunwald","Laura","female",51.2310314380172,"Target_Child",6,"I sometimes take breaks xxx covers",7531
"2018.1","Eng-NA","Braunwald","Laura","female",47.5594981416456,"Target_Child",6,"take the goldfish in the bathroom",7522
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",1,"ahhah",7535
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",1,"no",7524
"2018.1","Eng-NA","Braunwald","Laura","female",42.6251052383006,"Target_Child",5,"pick up the birthday girl",7507
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",1,"yeah",7512
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",6,"I'm gonna turn the tape+recorder on",7539
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",1,"Mummy",7535
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",0,"",7501
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",7,"I Peanuts used to fight with us",7512
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"okay",7499
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"right",7501
"2018.1","Eng-NA","Braunwald","Laura","female",47.5594981416456,"Target_Child",4,"oh here's a xxx",7522
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",6,"I xxx day of our xxx",7535
"2018.1","Eng-NA","Braunwald","Laura","female",42.6251052383006,"Target_Child",1,"right",7507
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",1,"yeah",7524
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",2,"I did",7536
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",0,"",7501
"2018.1","Eng-NA","Braunwald","Laura","female",51.2310314380172,"Target_Child",1,"mhm",7531
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"yeah",7502
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"Grandpa",7499
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"xxx",7501
"2018.1","Eng-NA","Braunwald","Laura","female",43.0008829750098,"Target_Child",1,"uhhuh",7514
"2018.1","Eng-NA","Braunwald","Laura","female",42.5922503542167,"Target_Child",1,"ah",7505
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",2,"I know",7502
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",1,"yeah",7512
"2018.1","Eng-NA","Braunwald","Laura","female",51.2310314380172,"Target_Child",3,"pass the mayonnaise",7531
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",6,"and this is how we laugh",7501
"2018.1","Eng-NA","Braunwald","Laura","female",43.0008829750098,"Target_Child",7,"it doesn't really clean but it's pretty",7514
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",6,"you push your head through here",7499
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",5,"and Mwww branged his Mummy",7524
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",1,"yeah",7534
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",3,"xxx two twins",7502
"2018.1","Eng-NA","Braunwald","Laura","female",51.2310314380172,"Target_Child",2,"mayonnaise please",7531
"2018.1","Eng-NA","Braunwald","Laura","female",42.5922503542167,"Target_Child",1,"ah",7505
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",0,"",7501
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",1,"yes",7535
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",6,"don't push your head like that",7499
